0, -1, 0, 1
0, -1, 0, 1
-2, -2, 3, 3
-2, -2, 1, 1
-1, -1, 2, 2
-1, -3, 0, 3
1, -2, -1, 0
0, 0, 1, 0
-2, 0, 2, -2
-3, 2, 4, -1
-4, 0, 3, 1
-3, -1, 3, 1
-2, 0, 1, 1
-1, -3, 0, 4
0, -3, 0, 2
-2, -1, 3, 2
-2, 0, 1, 0
-1, 0, 2, 0
-3, -2, 2, 3
-1, -3, 0, 2
0, -1, 0, 0
-1, -1, 1, 1
0, -1, -1, 0
2, 0, -2, 0
0, -1, 0, 2
0, -3, 0, 3
0, -2, 0, 1
0, 0, 0, 1
0, -3, 0, 4
1, -3, -2, 2
1, -1, 0, 3
0, -4, 0, 4
0, -3, 0, 2
-2, -2, 3, 3
-3, -3, 2, 3
-2, -1, 2, 0
-4, 0, 4, 0
-2, -1, 0, 1
0, 0, 0, 1
-2, -1, 3, 2
-3, -2, 2, 2
-1, -1, 0, 0
-1, 0, 2, 0
-2, -1, 2, 2
-1, -2, 1, 1
-2, -1, 3, 2
-4, -2, 4, 3
-4, -3, 4, 3
-3, -3, 1, 3
1, -1, -1, 0
0, 1, 1, -2
-2, 1, 3, 0
-3, -2, 1, 2
0, -1, 0, 0
0, 0, 0, 2
0, -2, 0, 1
-1, 0, 3, -1
-5, 0, 5, 2
-2, -3, -1, 2
3, -1, -1, 0
0, -1, 1, 1
-2, -2, 3, 3
-2, -3, 1, 3
-1, -2, 1, 2
-1, -2, 0, 2
1, -1, -1, 0
1, 0, -1, 0
1, 0, 0, 0
-1, -3, 1, 6
0, -6, -2, 4
2, -2, 0, 0
-2, 0, 4, 3
-3, -4, 2, 4
0, -2, 0, 1
0, -1, 0, 1
0, 0, 0, 0
-1, 0, 2, 0
-4, 0, 5, 0
-5, 0, 4, 0
-3, -1, 0, 1
1, 0, -1, 0
0, 1, 2, 0
-3, 0, 4, 0
-4, 0, 3, 0
-3, -1, 3, 1
-3, -1, 3, 0
-2, 0, 1, 1
-1, -1, 1, 2
-1, -2, 1, 2
0, -2, 0, 1
0, 0, 1, 1
-2, -3, 0, 3
0, -2, 0, 0
-2, 0, 3, 3
-1, -4, -1, 2
1, 0, 1, 0
-3, -1, 2, 1
-2, 0, 2, 1
-2, -2, 1, 3
-1, -4, 1, 4
-1, -4, 0, 3
0, -1, 0, 0
-1, 0, 2, 0
-3, 0, 3, 0
-3, 0, 4, 0
-3, -1, 1, 1
0, -1, 0, 0
0, -1, 0, 2
2, -2, -3, 0
2, 0, 0, 0
-1, 0, 1, 1
0, -2, 0, 2
1, -2, -1, 1
0, 0, 1, 1
-3, -3, 4, 4
-4, -4, 3, 3
-1, -1, 0, -1
0, 3, 2, -2
-3, 0, 1, 1
0, -1, 0, 2
0, -3, 0, 4
0, -4, 0, 3
0, -2, 0, 1
1, 0, -1, 1
0, -1, 0, 2
-1, -3, 1, 5
0, -4, -1, 1
0, 0, 2, 0
-3, -1, 1, 3
1, -3, -3, 2
3, -1, 0, 0
0, 0, 1, 0
-1, 0, 1, 0
0, 0, 1, -1
-2, 0, 2, 1
-1, 0, 2, -4
-8, 2, 10, 4
-6, -8, 0, 4
1, 1, 3, -2
-6, -1, 2, 5
6, -4, -9, 0
5, -2, 0, 10
0, -14, -5, 11
7, -6, -5, 3
3, 0, 0, -4
-5, 6, 11, -4
-12, 0, 8, 4
-3, -9, 0, 12
3, -13, -8, 8
11, 4, -10, -19
2, 30, 6, -32
-15, 24, 16, -15
-7, 15, -5, -23
9, 29, 0, -20
-14, -5, 9, 26
22, -17, -52, -16
55, 45, -38, -52
22, 46, -20, -40
30, 45, -36, -49
26, 34, -22, -12
48, 14, -71, -36
53, 34, -27, -9
30, -1, -34, 1
7, -22, 22, 56
-25, -67, 14, 50
-8, -24, -3, -8
19, 43, 0, -39
-57, -31, 90, 114
-70, -140, 43, 113
-51, -87, 75, 87
-67, -81, 22, 39
8, 11, 3, -22
-26, -2, 24, 23
-2, -16, -15, -6
19, 24, -10, -23
0, 6, 0, 6
7, -5, -11, -5
5, 11, 4, -7
-6, -2, -7, 2
25, 10, -28, -18
12, 11, 5, 2
-13, -11, 13, 12
-11, -8, 12, 3
-15, -2, 17, 3
-14, -3, 8, 0
-4, 4, 3, -4
-1, 1, -1, 0
2, 1, 0, -1
-5, -1, 9, 4
-8, -7, 1, 10
10, -11, -18, 9
19, -7, -13, 5
4, -3, 2, 3
-4, -7, 1, 9
4, -2, -3, -8
-10, 12, 25, -6
-28, -1, 20, 4
-10, 0, 7, -7
-13, 8, 19, 0
-14, -7, 3, 8
3, -7, -6, 7
7, -8, -9, 8
7, -4, -1, 1
-5, 0, 10, 0
-10, 0, 6, -4
-3, 9, 3, -12
-7, 11, 11, -5
-11, 0, 7, 0
-4, 0, 4, -1
-8, 2, 13, -3
0, 0, 0, 0
-18, 0, 16, 6
-6, -10, -3, 7
5, -3, 1, 3
-6, -5, 7, 7
-3, -7, 0, 7
1, -7, -1, 6
-1, -6, 2, 6
-1, -5, 0, 2
0, 0, 2, 1
-3, -3, 3, 5
-4, -5, 5, 6
-3, -7, -1, 7
6, -6, -10, 4
10, -2, -6, 2
0, -2, 6, 3
-12, -5, 12, 8
-6, -8, 0, 3
0, 0, 2, 0
-4, -3, 3, 6
-1, -6, 1, 6
-3, -6, 4, 7
-4, -6, 3, 4
-3, -4, 3, 5
-1, -7, 0, 7
2, -9, -4, 10
8, -9, -8, 6
2, -6, 3, 10
-5, -13, 2, 11
-1, -6, 3, 2
-6, -1, 7, 2
-6, -2, 6, 1
-7, -1, 8, 1
-9, -1, 10, 1
-10, -3, 9, 6
-4, -9, 0, 8
1, -6, 0, 5
-3, -6, 3, 6
-3, -4, 3, 3
-5, -4, 6, 5
-5, -6, 3, 7
-1, -7, 0, 7
0, -5, 2, 3
-6, -2, 8, 4
-7, -5, 5, 5
-4, -4, 5, 5
-6, -8, 5, 11
-1, -11, 0, 8
-3, -8, 4, 11
-1, -11, -1, 7
0, -4, 3, 3
-5, -6, 4, 7
-2, -5, 3, 1
-6, -2, 8, 6
-4, -9, 0, 7
0, -4, 3, 4
-6, -4, 7, 3
-8, -3, 8, 4
-5, -6, 1, 5
0, -4, 3, 3
-8, -4, 10, 6
-9, -6, 6, 5
-4, -4, 3, 3
-5, -3, 6, 4
-7, -6, 4, 6
-2, -4, 1, 1
-2, -1, 3, 3
-4, -4, 5, 6
-5, -6, 6, 4
-9, -3, 11, 5
-10, -8, 4, 8
0, -6, 0, 4
-1, -4, 3, 5
-4, -5, 4, 5
-5, -5, 4, 6
-2, -5, 1, 4
-1, -4, 2, 4
-3, -4, 5, 5
-6, -6, 5, 5
-6, -4, 8, 4
-8, -5, 7, 6
-5, -5, 4, 3
-6, -2, 8, 4
-8, -7, 6, 8
-5, -8, 4, 8
-4, -7, 5, 5
-6, -4, 7, 5
-5, -8, 1, 11
3, -10, -3, 6
-1, -5, 7, 7

-1, -7, 0, 4
0, -4, 1, 5
0, -5, 0, 5
0, -5, 2, 7
-3, -10, 2, 11
0, -9, 0, 5
0, -3, 2, 3
-2, -5, 0, 8
1, -6, 0, 2
-5, 0, 11, 3
-12, -4, 11, 2
-10, 0, 9, 2
-6, -4, 1, 3
0, -2, 0, 3
-1, -5, 1, 7
0, -6, 0, 3
-1, -3, 4, 4
-5, -5, 4, 4
-5, -3, 6, 2
-7, -3, 6, 4
-4, -3, 1, 2
0, -2, 0, 3
0, -3, 0, 2
0, -2, 1, 3
-2, -4, 3, 5
-3, -7, 3, 8
-1, -8, 0, 6
0, -4, 2, 3
-4, -4, 5, 5
-4, -4, 4, 2
-5, -2, 6, 4
-5, -5, 3, 3
-3, -1, 5, 1
-7, -3, 5, 7
-1, -8, -2, 6
1, -6, 0, 6
-2, -6, 3, 3
-5, -1, 8, 1
-8, -3, 5, 4
-3, -3, 2, 3
-2, -3, 3, 4
-4, -6, 3, 8
-1, -7, 2, 4
-6, -3, 9, 4
-7, -5, 3, 4
-1, -2, 1, 2
-2, -1, 3, 0
-6, 0, 8, 3
-8, -5, 6, 4
-4, -3, 3, 2
-2, -2, 1, 3
-2, -3, 3, 4
-4, -5, 3, 5
-2, -4, 2, 3
-3, -4, 2, 4
-1, -4, 0, 4
0, -4, 1, 4
-3, -4, 4, 4
-5, -5, 4, 6
-2, -6, 0, 5
1, -4, -2, 4
2, -2, 0, 0
-5, -1, 8, 4
-8, -6, 5, 5
-1, -2, 1, 0
-2, 0, 3, 1
-3, -2, 2, 2
-2, -2, 3, 2
-3, -2, 3, 1
-5, -2, 5, 5
-2, -6, 0, 5
0, -3, 1, 3
-2, -5, 1, 6
0, -5, -1, 3
-1, -3, 3, 5
-4, -5, 3, 3
-4, -1, 5, 2
-3, -3, 1, 3
-1, -3, 2, 3
-4, -5, 4, 7
0, -7, 0, 3
0, -2, 3, 3
-4, -3, 4, 1
-4, 0, 6, 0
-5, -1, 3, 2
-1, -2, 1, 2
-2, -5, 2, 7
-1, -9, 0, 7
1, -6, 0, 4
-1, -4, 2, 5
-2, -6, 2, 7
-1, -6, 2, 5
-3, -3, 4, 2
-6, -1, 6, 0
-6, -1, 4, 2
-2, -3, 0, 5
0, -6, 0, 6
0, -5, 1, 4
-3, -3, 3, 2
-4, -1, 5, 0
-6, -2, 7, 4
-6, -7, 4, 8
-2, -7, 1, 5
-2, -5, 3, 4
-3, -3, 2, 3
-1, -3, 1, 2
-2, -2, 3, 3
-2, -4, 0, 4
0, -4, 0, 5
-1, -7, 0, 7
1, -5, -2, 3
1, -2, 0, 3
0, -3, 0, 3
-2, -2, 6, 3
-7, -5, 6, 5
-3, -4, 1, 2
-2, -1, 3, 2
-3, -2, 3, 1
-5, -2, 6, 4
-6, -5, 4, 5
-3, -4, 4, 4
-3, -4, 1, 4
0, -3, -2, 2
3, -1, -1, 1
0, -2, 2, 4
-3, -6, 2, 7
0, -6, 0, 3
-2, -1, 5, 1
-6, -2, 5, 2
-4, -1, 4, 0
-6, 0, 7, 0
-7, -1, 8, 1
-8, -4, 6, 7
-1, -8, -2, 6
2, -4, 0, 4
-1, -6, 0, 6
3, -4, -4, 1
2, -2, -1, 7
3, -10, -7, 6
8, 2, -5, -9
0, 12, 5, -10
-9, 4, 11, 4
-10, -11, 4, 11
6, -2, -10, -5
4, 3, 1, 5
